p[0]	-663977859	111174659	-1624962237	2091225129	289530145	1387136911
p[1]	-1264045148	-1463029325	679305443	131279035	1970158306	543106915
p[2]	-1113118442	1268357798	1499522931	-1998136524	1089992132	-1386966086
p[3]	-407439108	-1585235239	1866056969	-168420626	-1528475233	-1670722435
p[4]	-57317156	210508395	-1940911080	-483126071	-349161861	-1849166041
p[5]	2037565389	1614190231	1508918368	-1825865552	-1218860427	1847992391
p[6]	516976581	751382357	-977006175	-526592352	-1204644475	1933772333
p[7]	-1474164609	1876074214	175098932	-1231499041	-316108082	-564355972
p[8]	-323400689	-572415805	479487313	-530894844	465335771	-626964604
p[9]	-1931549840	-1206010884	63454516	712241320	-1217017676	-686201679
p[10]	-1984341945	-1414525712	-1774902494	1043873885	1117405048	179963753
p[11]	-362312088	1029980380	-198109973	-2085756601	-769250356	-1290011201
p[12]	-744837588	-1266075416	-1248764926	-416877899	181277626	693949892
p[13]	-1323262933	491966609	33222503	-1288404946	-326159316	1491847258
p[14]	-1181494014	-424378921	-534079859	301100777	-575912598	1601144359
p[15]	1781795620	-1933276947	948662400	-1839389146	-923906805	-52651612
p[16]	658864056	1566432675	-1256389154	1107448249	-211527885	-538151118
p[17]	-1044348924	-436013705	-596362477	-713518033	-1636976999	-812056466
p[18]	-530394979	-706854047	997153384	-1670217070	1634628405	-1738993936
p[19]	-517793016	1006659220	-1176662853	525043903	1519481052	1752819483
p[20]	-1256681038	-568467562	180017209	1582729883	1936914033	758304779
p[21]	-453961257	-948788372	-574767639	312820229	-1023675505	-1378699168
p[22]	-1481552541	-306938888	-1664216756	-500434821	381452602	-1587069453
p[23]	-1752893703	1506978659	-966553410	-675173211	-832997020	-2098742339
p[24]	1553233447	264542286	-1317870728	-1468473530	1322366092	969752667
p[25]	-1529621286	-1721125212	412551186	-1538777887	-1421046206	217989133
p[26]	43607932	-860943860	-1491787923	1597074353	1668129219	-982177936
p[27]	-2004572280	-303604359	-2065336043	965258828	-2014694983	-578852268
p[28]	592229622	-1789615587	1388014448	1995631440	1093620507	-1645334480
p[29]	585308033	1534922180	1407588679	1056599475	1211772275	1769883016
p[30]	-472867440	2022305608	1009421543	-1205677502	1105331139	-594732897
p[31]	-725976912	798018934	333898040	242819577	1065345437	1675592029
p[32]	-652768741	-1763238470	-1941131484	-753080662	-775218833	1375160859
p[33]	-1708760360	-1072282558	-3366302	75180066	1838224659	-497699869
p[34]	670906949	1894098733	593176142	325871630	-890790944	-1732475830
p[35]	-1640465294	-1984137451	-1913439923	1473710675	1176160621	8960580
p[36]	1903125858	-946323906	1579906984	1409059925	1139648746	1767094683
p[37]	187353632	-299592710	171010742	-1998840212	-948447583	-1617839061
p[38]	1547037438	-1642307791	361438673	-889268824	-1625314562	-201376832
p[39]	-80166915	-944239338	1665924501	1982756858	-285133716	1219405859
p[40]	933242476	-424499533	-1900786449	-96713035	-1867222638	-31000400
p[41]	-320970504	-1519002469	-403943635	1803007168	1719492389	-1168091599
p[42]	-1542696673	-253386155	1716064418	-849255513	414919656	981936688
p[43]	1514837814	-919575131	397619222	1961835959	-1222905612	1747224688
p[44]	513322868	2126858857	-1334426416	137539451	1382015670	-686137912
p[45]	1580506358	1486933941	156677660	-2126176647	770628595	-184828514
p[46]	708600514	1198765796	616876629	-1077149343	1533402561	1541509210
p[47]	-1874410325	-1644325641	-852916174	-328336367	-1438463377	-91238163
p[48]	1160257613	-1458695767	1201457371	-1781932469	-2037452747	1580743412
p[49]	32910370	-501431774	25336362	126138840	-1654347012	-1309215852
p[50]	-1509665754	-1496093905	-1982055054	973790076	1746511856	286096883
p[51]	-2133517103	-1374475843	-709760545	370741528	1083730679	-1483715724
p[52]	1698650254	-1612975521	-472607357	-1407788025	-1971547160	-1472434646
p[53]	1035130272	1011097432	-653826414	-1346224517	-1853602383	-689876452
p[54]	1263373783	1362295476	89158103	-237262171	-580641863	1854155168
p[55]	-1119973623	-1602113880	40108832	1552940489	-239327551	-1060950428
p[56]	-241911925	1260238233	1521191324	122134008	-6589224	1086070616
p[57]	-1042435712	-1057384500	639505152	2118019423	1807873982	521132396
p[58]	1864176344	-1194693359	371915374	1940449896	1128135737	-251595383
p[59]	-1114082358	1335627778	1809326134	1221569968	404502146	-152428207
p[60]	679524854	-1207673229	91765730	-1109716612	-1874869567	254888901
p[61]	882565337	677890311	516264264	1446769457	659533450	-458134188
p[62]	1671825819	266711896	394424395	1854815246	-869863022	-670204457
p[63]	-521622948	619052179	508780505	-1002513742	-1567525375	1103563373
p[64]	1145223295	198366836	701623936	-837779917	1640883265	-1521403910
p[65]	-407093230	-65323094	1143922816	-1246240224	-1544662454	797303786
p[66]	2061654960	1309405048	-1380644784	-118189278	-459871016	-462222395
p[67]	-1439250044	-1729252185	-1368235454	-1729694896	-525661212	-268102152
p[68]	-1061969021	-206246523	402256251	1817784403	-875649395	-1084638744
p[69]	443042830	-1017884939	-305010731	-1048928784	1796110200	-186779303
p[70]	-1520027978	1262868899	1771236012	-1411264085	2131207065	2047487806
p[71]	1361907617	-1311296354	-1263172297	-156343665	-2002531819	83583060
p[72]	1987962694	1214597046	-339904868	1400557594	2016804295	-160704652
p[73]	-731848075	-617741952	710039826	-2117774406	-1020442594	-795767847
p[74]	989203562	1480903039	1466062120	1640721377	87021330	1406125804
p[75]	-86475818	-20572529	696328812	2140579511	-1062100597	1866699579
p[76]	781649517	950164061	284050042	1924294697	-722848164	-160412495
p[77]	-1447727219	139348651	-1858629577	1958155141	-862191041	176732910
p[78]	149728009	1929797487	-853903651	1929171157	1630101824	474479325
p[79]	668483731	30077981	-881936929	-797594141	-1329334929	225546047
p[80]	807450791	602269577	2022948364	-406224375	-759011627	677500521
p[81]	1072287757	-1743240923	555730376	-1097484343	1794648319	1479500576
p[82]	-377355	1010406851	1327731552	1984809970	661527373	571146625
p[83]	-687837514	346271099	-258882773	-1480382928	-96442832	-57422915
p[84]	876886497	1607820304	781719023	-1774578133	-1484055746	903171985
p[85]	-503713232	1883250814	1971272637	-1361767192	-552137478	630043890
p[86]	962908860	23156278	-1828429626	-825018658	156756509	394344606
p[87]	1985698644	1141186289	1880821852	574714840	-1441396018	233252666
p[88]	491897102	-1451650825	-1574650246	51333879	1334898578	1097292010
p[89]	-1640845257	1019700587	1219457105	-580808818	458999663	-1115882831
p[90]	1706188869	592646394	-804550142	-1728597924	986580734	-712194045
p[91]	-1356014578	401984337	-1709082630	-1081494963	723572330	-1413179383
p[92]	1550522079	1768089581	-1653489319	-900552353	-136882916	-1989240103
p[93]	297180239	125136703	1953474918	-1680968940	779055994	1165445828
p[94]	534292440	2053092334	1780891828	1043884178	-689944791	226592373
p[95]	667411849	-131522464	1503490835	-1674782148	-1555525143	595050263
p[96]	-1769134237	-2091336769	1416262827	324575515	1067305977	2021444523
p[97]	-58207957	91986967	-69155197	1686572632	-546987697	1757465921
p[98]	-1154976232	-1512099856	-1440305922	-2076856844	2043320425	121821252
p[99]	1465800748	-46486746	-21701243	-556451505	1738572605	1343715390
p[100]	1963765156	484203576	-214031845	-1406890691	-794417327	-1770140437
p[101]	2007354196	-2046256757	-1321291963	1864163069	6803183	575705334
p[102]	-79066120	-659398445	841959382	-2019774939	1125603185	-287534757
p[103]	-267101345	-1943142186	1280162224	1770686913	755211987	-1120030993
p[104]	-140553633	-456545276	786371961	1048563834	-1308307842	-380372842
p[105]	-966087750	-739047536	512751281	664559186	-377618652	-1836707886
p[106]	-241828417	1916290234	-1206192080	1319805938	516225770	1812556796
p[107]	-454349770	659940000	-1293988540	-95480740	1421492532	129511203
p[108]	263463585	-563243056	-1642191390	508363526	1938158200	-1688111997
p[109]	-790174145	825652392	992603763	-511162458	2052237987	139125047
p[110]	-220464001	1319471013	1109275450	-1236849762	2060386026	-138537359
p[111]	-1600383559	-2081418730	1051411644	-1947674771	-617700315	1613138110
p[112]	-320209305	-794029124	-1079824617	193497052	1285805533	-177632208
p[113]	-1838864995	271381493	-1525325291	640292760	2051524990	-1829237994
p[114]	917261489	955222285	-1101211501	-1636671708	181717414	962318497
p[115]	2076802482	-1991580484	-560852195	-2074032736	565822918	1309709713
p[116]	-952694207	862530228	1454041940	-1063818635	-1057284528	-590045617
p[117]	28419488	1032300363	538512008	437935335	-1118152190	-1658935021
p[118]	1628159847	-453148744	-1091091251	-2089730283	380969957	-1891861656
p[119]	1444185041	1861659680	1266889162	-610252304	1166005697	-625980796
p[120]	-448272513	371275310	737635870	-1711270768	-2085186558	1530559552
p[121]	-708326107	-1928238694	1623518247	-1084923429	903293645	2059371881
p[122]	1356933472	1215044886	1932491999	-1837847048	-460033188	-483464857
p[123]	-2116445845	1766274187	1458083399	1724785613	-1018691331	136682840
p[124]	-41111735	-1218218003	-1288846775	1203849475	1714655516	-2049475851
p[125]	247177087	-1281038985	-1180357292	198798329	261720186	294019254
